"Kod";"Nazwa";"Zaplecze konferencyjne";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
0000000;"POLSKA";"z salą konferencyjną";"2009";2851;"ob.";""
0000000;"POLSKA";"z salą konferencyjną";"2013";3467;"ob.";""
0000000;"POLSKA";"z salą konferencyjną";"2017";3680;"ob.";""
0000000;"POLSKA";"z salą konferencyjną";"2021";3136;"ob.";""
0000000;"POLSKA";"liczba sal konferencyjnych";"2009";6014;"szt.";""
0000000;"POLSKA";"liczba sal konferencyjnych";"2013";7651;"szt.";""
0000000;"POLSKA";"liczba sal konferencyjnych";"2017";8193;"szt.";""
0000000;"POLSKA";"liczba sal konferencyjnych";"2021";7369;"szt.";""
0000000;"POLSKA";"liczba miejsc w salach konferencyjnych";"2009";376941;"msc.";""
0000000;"POLSKA";"liczba miejsc w salach konferencyjnych";"2013";508480;"msc.";""
0000000;"POLSKA";"liczba miejsc w salach konferencyjnych";"2017";555594;"msc.";""
0000000;"POLSKA";"liczba miejsc w salach konferencyjnych";"2021";475665;"msc.";""
0000000;"POLSKA";"z nagłośnieniem";"2009";2166;"ob.";""
0000000;"POLSKA";"z nagłośnieniem";"2013";2824;"ob.";""
0000000;"POLSKA";"z nagłośnieniem";"2017";3159;"ob.";""
0000000;"POLSKA";"z nagłośnieniem";"2021";2480;"ob.";""
0000000;"POLSKA";"z mikrofonem bezprzewodowym";"2009";1886;"ob.";""
0000000;"POLSKA";"z mikrofonem bezprzewodowym";"2013";2577;"ob.";""
0000000;"POLSKA";"z mikrofonem bezprzewodowym";"2017";2918;"ob.";""
0000000;"POLSKA";"z mikrofonem bezprzewodowym";"2021";2371;"ob.";""
0000000;"POLSKA";"z projektorem multimedialnym";"2009";;"ob.";""
0000000;"POLSKA";"z projektorem multimedialnym";"2013";;"ob.";""
0000000;"POLSKA";"z projektorem multimedialnym";"2017";3272;"ob.";""
0000000;"POLSKA";"z projektorem multimedialnym";"2021";2687;"ob.";""
0000000;"POLSKA";"z zestawem do wideokonferencji";"2009";;"ob.";""
0000000;"POLSKA";"z zestawem do wideokonferencji";"2013";;"ob.";""
0000000;"POLSKA";"z zestawem do wideokonferencji";"2017";973;"ob.";""
0000000;"POLSKA";"z zestawem do wideokonferencji";"2021";1123;"ob.";""
0000000;"POLSKA";"z rzutnikiem slajdów";"2009";;"ob.";""
0000000;"POLSKA";"z rzutnikiem slajdów";"2013";2731;"ob.";""
0000000;"POLSKA";"z rzutnikiem slajdów";"2017";;"ob.";""
0000000;"POLSKA";"z rzutnikiem slajdów";"2021";;"ob.";""
0000000;"POLSKA";"z zestawem wideo";"2009";;"ob.";""
0000000;"POLSKA";"z zestawem wideo";"2013";2244;"ob.";""
0000000;"POLSKA";"z zestawem wideo";"2017";;"ob.";""
0000000;"POLSKA";"z zestawem wideo";"2021";;"ob.";""
0000000;"POLSKA";"z obsługą techniczną";"2009";1656;"ob.";""
0000000;"POLSKA";"z obsługą techniczną";"2013";2158;"ob.";""
0000000;"POLSKA";"z obsługą techniczną";"2017";2132;"ob.";""
0000000;"POLSKA";"z obsługą techniczną";"2021";1758;"ob.";""
0000000;"POLSKA";"z ekranem";"2009";2375;"ob.";""
0000000;"POLSKA";"z ekranem";"2013";3217;"ob.";""
0000000;"POLSKA";"z ekranem";"2017";3547;"ob.";""
0000000;"POLSKA";"z ekranem";"2021";2736;"ob.";""
0000000;"POLSKA";"z flipchartem (tablica suchościeralna)";"2009";1854;"ob.";""
0000000;"POLSKA";"z flipchartem (tablica suchościeralna)";"2013";2855;"ob.";""
0000000;"POLSKA";"z flipchartem (tablica suchościeralna)";"2017";3230;"ob.";""
0000000;"POLSKA";"z flipchartem (tablica suchościeralna)";"2021";2569;"ob.";""
0000000;"POLSKA";"z rzutnikiem pisma";"2009";;"ob.";""
0000000;"POLSKA";"z rzutnikiem pisma";"2013";1794;"ob.";""
0000000;"POLSKA";"z rzutnikiem pisma";"2017";;"ob.";""
0000000;"POLSKA";"z rzutnikiem pisma";"2021";;"ob.";""
0000000;"POLSKA";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
0000000;"POLSKA";"z komputerem/laptopem na wyposażeniu";"2013";2555;"ob.";""
0000000;"POLSKA";"z komputerem/laptopem na wyposażeniu";"2017";2623;"ob.";""
0000000;"POLSKA";"z komputerem/laptopem na wyposażeniu";"2021";1760;"ob.";""
0000000;"POLSKA";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
0000000;"POLSKA";"z siecią WiFi na terenie obiektu";"2013";5131;"ob.";""
0000000;"POLSKA";"z siecią WiFi na terenie obiektu";"2017";7289;"ob.";""
0000000;"POLSKA";"z siecią WiFi na terenie obiektu";"2021";6507;"ob.";""
0000000;"POLSKA";"z komputerem";"2009";1952;"ob.";""
0000000;"POLSKA";"z komputerem";"2013";;"ob.";""
0000000;"POLSKA";"z komputerem";"2017";;"ob.";""
0000000;"POLSKA";"z komputerem";"2021";;"ob.";""
0000000;"POLSKA";"z zestawem audio-wideo";"2009";2131;"ob.";""
0000000;"POLSKA";"z zestawem audio-wideo";"2013";;"ob.";""
0000000;"POLSKA";"z zestawem audio-wideo";"2017";;"ob.";""
0000000;"POLSKA";"z zestawem audio-wideo";"2021";;"ob.";""
0000000;"POLSKA";"z rzutnikiem/projektorem";"2009";2389;"ob.";""
0000000;"POLSKA";"z rzutnikiem/projektorem";"2013";;"ob.";""
0000000;"POLSKA";"z rzutnikiem/projektorem";"2017";;"ob.";""
0000000;"POLSKA";"z rzutnikiem/projektorem";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z salą konferencyjną";"2009";288;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z salą konferencyjną";"2013";303;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z salą konferencyjną";"2017";334;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z salą konferencyjną";"2021";252;"ob.";""
0200000;"DOLNOŚLĄSKIE";"liczba sal konferencyjnych";"2009";551;"szt.";""
0200000;"DOLNOŚLĄSKIE";"liczba sal konferencyjnych";"2013";639;"szt.";""
0200000;"DOLNOŚLĄSKIE";"liczba sal konferencyjnych";"2017";720;"szt.";""
0200000;"DOLNOŚLĄSKIE";"liczba sal konferencyjnych";"2021";554;"szt.";""
0200000;"DOLNOŚLĄSKIE";"liczba miejsc w salach konferencyjnych";"2009";30658;"msc.";""
0200000;"DOLNOŚLĄSKIE";"liczba miejsc w salach konferencyjnych";"2013";40291;"msc.";""
0200000;"DOLNOŚLĄSKIE";"liczba miejsc w salach konferencyjnych";"2017";46735;"msc.";""
0200000;"DOLNOŚLĄSKIE";"liczba miejsc w salach konferencyjnych";"2021";29044;"msc.";""
0200000;"DOLNOŚLĄSKIE";"z nagłośnieniem";"2009";174;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z nagłośnieniem";"2013";261;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z nagłośnieniem";"2017";284;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z nagłośnieniem";"2021";197;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z mikrofonem bezprzewodowym";"2009";153;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z mikrofonem bezprzewodowym";"2013";245;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z mikrofonem bezprzewodowym";"2017";275;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z mikrofonem bezprzewodowym";"2021";193;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z projektorem multimedialnym";"2017";304;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z projektorem multimedialnym";"2021";214;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem do wideokonferencji";"2017";92;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem do wideokonferencji";"2021";97;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem slajdów";"2013";263;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem wideo";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem wideo";"2013";231;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem wideo";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem wideo";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z obsługą techniczną";"2009";135;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z obsługą techniczną";"2013";208;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z obsługą techniczną";"2017";224;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z obsługą techniczną";"2021";135;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z ekranem";"2009";219;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z ekranem";"2013";305;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z ekranem";"2017";349;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z ekranem";"2021";214;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z flipchartem (tablica suchościeralna)";"2009";164;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z flipchartem (tablica suchościeralna)";"2013";281;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z flipchartem (tablica suchościeralna)";"2017";312;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z flipchartem (tablica suchościeralna)";"2021";212;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem pisma";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem pisma";"2013";181;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem pisma";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem/laptopem na wyposażeniu";"2013";243;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem/laptopem na wyposażeniu";"2017";252;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem/laptopem na wyposażeniu";"2021";127;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z siecią WiFi na terenie obiektu";"2013";436;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z siecią WiFi na terenie obiektu";"2017";619;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z siecią WiFi na terenie obiektu";"2021";641;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem";"2009";178;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem";"2013";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z komputerem";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem audio-wideo";"2009";184;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem/projektorem";"2009";229;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
0200000;"DOLNOŚLĄSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z salą konferencyjną";"2009";130;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z salą konferencyjną";"2013";145;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z salą konferencyjną";"2017";177;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z salą konferencyjną";"2021";152;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba sal konferencyjnych";"2009";240;"szt.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba sal konferencyjnych";"2013";293;"szt.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba sal konferencyjnych";"2017";378;"szt.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba sal konferencyjnych";"2021";322;"szt.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba miejsc w salach konferencyjnych";"2009";14370;"msc.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba miejsc w salach konferencyjnych";"2013";18915;"msc.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba miejsc w salach konferencyjnych";"2017";28217;"msc.";""
0400000;"KUJAWSKO-POMORSKIE";"liczba miejsc w salach konferencyjnych";"2021";21148;"msc.";""
0400000;"KUJAWSKO-POMORSKIE";"z nagłośnieniem";"2009";101;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z nagłośnieniem";"2013";117;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z nagłośnieniem";"2017";149;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z nagłośnieniem";"2021";120;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z mikrofonem bezprzewodowym";"2009";89;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z mikrofonem bezprzewodowym";"2013";119;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z mikrofonem bezprzewodowym";"2017";136;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z mikrofonem bezprzewodowym";"2021";119;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z projektorem multimedialnym";"2017";162;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z projektorem multimedialnym";"2021";129;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem do wideokonferencji";"2017";54;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem do wideokonferencji";"2021";64;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem slajdów";"2013";112;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem wideo";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem wideo";"2013";92;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem wideo";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem wideo";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z obsługą techniczną";"2009";80;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z obsługą techniczną";"2013";88;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z obsługą techniczną";"2017";105;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z obsługą techniczną";"2021";80;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z ekranem";"2009";116;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z ekranem";"2013";126;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z ekranem";"2017";155;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z ekranem";"2021";125;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z flipchartem (tablica suchościeralna)";"2009";85;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z flipchartem (tablica suchościeralna)";"2013";114;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z flipchartem (tablica suchościeralna)";"2017";141;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z flipchartem (tablica suchościeralna)";"2021";116;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem pisma";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem pisma";"2013";76;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem pisma";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem/laptopem na wyposażeniu";"2013";93;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem/laptopem na wyposażeniu";"2017";105;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem/laptopem na wyposażeniu";"2021";83;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z siecią WiFi na terenie obiektu";"2013";180;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z siecią WiFi na terenie obiektu";"2017";265;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z siecią WiFi na terenie obiektu";"2021";237;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem";"2009";84;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem";"2013";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z komputerem";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem audio-wideo";"2009";96;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem/projektorem";"2009";110;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
0400000;"KUJAWSKO-POMORSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
0600000;"LUBELSKIE";"z salą konferencyjną";"2009";110;"ob.";""
0600000;"LUBELSKIE";"z salą konferencyjną";"2013";142;"ob.";""
0600000;"LUBELSKIE";"z salą konferencyjną";"2017";193;"ob.";""
0600000;"LUBELSKIE";"z salą konferencyjną";"2021";192;"ob.";""
0600000;"LUBELSKIE";"liczba sal konferencyjnych";"2009";200;"szt.";""
0600000;"LUBELSKIE";"liczba sal konferencyjnych";"2013";288;"szt.";""
0600000;"LUBELSKIE";"liczba sal konferencyjnych";"2017";353;"szt.";""
0600000;"LUBELSKIE";"liczba sal konferencyjnych";"2021";365;"szt.";""
0600000;"LUBELSKIE";"liczba miejsc w salach konferencyjnych";"2009";12154;"msc.";""
0600000;"LUBELSKIE";"liczba miejsc w salach konferencyjnych";"2013";18777;"msc.";""
0600000;"LUBELSKIE";"liczba miejsc w salach konferencyjnych";"2017";27986;"msc.";""
0600000;"LUBELSKIE";"liczba miejsc w salach konferencyjnych";"2021";27686;"msc.";""
0600000;"LUBELSKIE";"z nagłośnieniem";"2009";78;"ob.";""
0600000;"LUBELSKIE";"z nagłośnieniem";"2013";111;"ob.";""
0600000;"LUBELSKIE";"z nagłośnieniem";"2017";166;"ob.";""
0600000;"LUBELSKIE";"z nagłośnieniem";"2021";154;"ob.";""
0600000;"LUBELSKIE";"z mikrofonem bezprzewodowym";"2009";66;"ob.";""
0600000;"LUBELSKIE";"z mikrofonem bezprzewodowym";"2013";105;"ob.";""
0600000;"LUBELSKIE";"z mikrofonem bezprzewodowym";"2017";155;"ob.";""
0600000;"LUBELSKIE";"z mikrofonem bezprzewodowym";"2021";144;"ob.";""
0600000;"LUBELSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
0600000;"LUBELSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
0600000;"LUBELSKIE";"z projektorem multimedialnym";"2017";170;"ob.";""
0600000;"LUBELSKIE";"z projektorem multimedialnym";"2021";159;"ob.";""
0600000;"LUBELSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
0600000;"LUBELSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
0600000;"LUBELSKIE";"z zestawem do wideokonferencji";"2017";45;"ob.";""
0600000;"LUBELSKIE";"z zestawem do wideokonferencji";"2021";67;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem slajdów";"2013";105;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
0600000;"LUBELSKIE";"z zestawem wideo";"2009";;"ob.";""
0600000;"LUBELSKIE";"z zestawem wideo";"2013";79;"ob.";""
0600000;"LUBELSKIE";"z zestawem wideo";"2017";;"ob.";""
0600000;"LUBELSKIE";"z zestawem wideo";"2021";;"ob.";""
0600000;"LUBELSKIE";"z obsługą techniczną";"2009";54;"ob.";""
0600000;"LUBELSKIE";"z obsługą techniczną";"2013";87;"ob.";""
0600000;"LUBELSKIE";"z obsługą techniczną";"2017";107;"ob.";""
0600000;"LUBELSKIE";"z obsługą techniczną";"2021";104;"ob.";""
0600000;"LUBELSKIE";"z ekranem";"2009";85;"ob.";""
0600000;"LUBELSKIE";"z ekranem";"2013";131;"ob.";""
0600000;"LUBELSKIE";"z ekranem";"2017";173;"ob.";""
0600000;"LUBELSKIE";"z ekranem";"2021";168;"ob.";""
0600000;"LUBELSKIE";"z flipchartem (tablica suchościeralna)";"2009";72;"ob.";""
0600000;"LUBELSKIE";"z flipchartem (tablica suchościeralna)";"2013";117;"ob.";""
0600000;"LUBELSKIE";"z flipchartem (tablica suchościeralna)";"2017";165;"ob.";""
0600000;"LUBELSKIE";"z flipchartem (tablica suchościeralna)";"2021";159;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem pisma";"2009";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem pisma";"2013";71;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem pisma";"2017";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem pisma";"2021";;"ob.";""
0600000;"LUBELSKIE";"z komputerem/laptopem na wyposażeniu";"2009";;"ob.";""
0600000;"LUBELSKIE";"z komputerem/laptopem na wyposażeniu";"2013";90;"ob.";""
0600000;"LUBELSKIE";"z komputerem/laptopem na wyposażeniu";"2017";129;"ob.";""
0600000;"LUBELSKIE";"z komputerem/laptopem na wyposażeniu";"2021";115;"ob.";""
0600000;"LUBELSKIE";"z siecią WiFi na terenie obiektu";"2009";;"ob.";""
0600000;"LUBELSKIE";"z siecią WiFi na terenie obiektu";"2013";176;"ob.";""
0600000;"LUBELSKIE";"z siecią WiFi na terenie obiektu";"2017";304;"ob.";""
0600000;"LUBELSKIE";"z siecią WiFi na terenie obiektu";"2021";330;"ob.";""
0600000;"LUBELSKIE";"z komputerem";"2009";67;"ob.";""
0600000;"LUBELSKIE";"z komputerem";"2013";;"ob.";""
0600000;"LUBELSKIE";"z komputerem";"2017";;"ob.";""
0600000;"LUBELSKIE";"z komputerem";"2021";;"ob.";""
0600000;"LUBELSKIE";"z zestawem audio-wideo";"2009";64;"ob.";""
0600000;"LUBELSKIE";"z zestawem audio-wideo";"2013";;"ob.";""
0600000;"LUBELSKIE";"z zestawem audio-wideo";"2017";;"ob.";""
0600000;"LUBELSKIE";"z zestawem audio-wideo";"2021";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem/projektorem";"2009";99;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem/projektorem";"2013";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem/projektorem";"2017";;"ob.";""
0600000;"LUBELSKIE";"z rzutnikiem/projektorem";"2021";;"ob.";""
0800000;"LUBUSKIE";"z salą konferencyjną";"2009";104;"ob.";""
0800000;"LUBUSKIE";"z salą konferencyjną";"2013";120;"ob.";""
0800000;"LUBUSKIE";"z salą konferencyjną";"2017";125;"ob.";""
0800000;"LUBUSKIE";"z salą konferencyjną";"2021";72;"ob.";""
0800000;"LUBUSKIE";"liczba sal konferencyjnych";"2009";175;"szt.";""
0800000;"LUBUSKIE";"liczba sal konferencyjnych";"2013";192;"szt.";""
0800000;"LUBUSKIE";"liczba sal konferencyjnych";"2017";206;"szt.";""
0800000;"LUBUSKIE";"liczba sal konferencyjnych";"2021";125;"szt.";""
0800000;"LUBUSKIE";"liczba miejsc w salach konferencyjnych";"2009";9174;"msc.";""
0800000;"LUBUSKIE";"liczba miejsc w salach konferencyjnych";"2013";10230;"msc.";""
0800000;"LUBUSKIE";"liczba miejsc w salach konferencyjnych";"2017";11208;"msc.";""
0800000;"LUBUSKIE";"liczba miejsc w salach konferencyjnych";"2021";6688;"msc.";""
0800000;"LUBUSKIE";"z nagłośnieniem";"2009";83;"ob.";""
0800000;"LUBUSKIE";"z nagłośnieniem";"2013";92;"ob.";""
0800000;"LUBUSKIE";"z nagłośnieniem";"2017";103;"ob.";""
0800000;"LUBUSKIE";"z nagłośnieniem";"2021";55;"ob.";""
0800000;"LUBUSKIE";"z mikrofonem bezprzewodowym";"2009";69;"ob.";""
0800000;"LUBUSKIE";"z mikrofonem bezprzewodowym";"2013";87;"ob.";""
0800000;"LUBUSKIE";"z mikrofonem bezprzewodowym";"2017";92;"ob.";""
0800000;"LUBUSKIE";"z mikrofonem bezprzewodowym";"2021";51;"ob.";""
0800000;"LUBUSKIE";"z projektorem multimedialnym";"2009";;"ob.";""
0800000;"LUBUSKIE";"z projektorem multimedialnym";"2013";;"ob.";""
0800000;"LUBUSKIE";"z projektorem multimedialnym";"2017";103;"ob.";""
0800000;"LUBUSKIE";"z projektorem multimedialnym";"2021";59;"ob.";""
0800000;"LUBUSKIE";"z zestawem do wideokonferencji";"2009";;"ob.";""
0800000;"LUBUSKIE";"z zestawem do wideokonferencji";"2013";;"ob.";""
0800000;"LUBUSKIE";"z zestawem do wideokonferencji";"2017";31;"ob.";""
0800000;"LUBUSKIE";"z zestawem do wideokonferencji";"2021";35;"ob.";""
0800000;"LUBUSKIE";"z rzutnikiem slajdów";"2009";;"ob.";""
0800000;"LUBUSKIE";"z rzutnikiem slajdów";"2013";94;"ob.";""
0800000;"LUBUSKIE";"z rzutnikiem slajdów";"2017";;"ob.";""
0800000;"LUBUSKIE";"z rzutnikiem slajdów";"2021";;"ob.";""
0800000;"LUBUSKIE";"z zestawem wideo";"2009";;"ob.";""
0800000;"LUBUSKIE";"z zestawem wideo";"2013";57;"ob.";""
0800000;"LUBUSKIE";"z zestawem wideo";"2017";;"ob.";""
0800000;"LUBUSKIE";"z zestawem wideo";"2021";;"ob.";""
